,Symbol,Scientific Name,Common Name
412,AGHU,Agrostis humilis Vasey,alpine bentgrass
413,AGTH2,Agrostis thurberiana Hitchc.,N/A
414,AGHY,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",winter bentgrass
415,AGID,Agrostis idahoensis Nash,Idaho bentgrass
416,AGME3,Agrostis mertensii Trin.,northern bentgrass
417,AGRU2,Agrostis bakeri Rydb.,N/A
418,AGMI3,Agrostis microphylla Steud.,small-leaf bentgrass
419,AGOR,Agrostis oregonensis Vasey,Oregon bentgrass
420,AGPA8,Agrostis pallens Trin.,seashore bentgrass
421,AGDI,Agrostis diegoensis Vasey,N/A
422,AGLE2,Agrostis diegoensis Vasey,N/A
423,AGPE,Agrostis perennans (Walter) Tuck.,upland bentgrass
424,AGAL8,Agrostis altissima (Walter) Tuck.,N/A
425,AGOR3,Agrostis altissima (Walter) Tuck.,N/A
426,AGSC6,Agrostis altissima (Walter) Tuck.,N/A
427,AGRO4,Agrostis rossiae Vasey,Ross' bentgrass
428,AGVA4,Agrostis variabilis auct. non Rydb.,N/A
429,AGSC5,Agrostis scabra Willd.,rough bentgrass
430,AGGE2,Agrostis geminata Trin.,N/A
431,AGST2,Agrostis stolonifera L.,creeping bentgrass
432,AGMA10,Agrostis alba L. var. palustris (Huds.) Pers.,N/A
433,AGPA17,Agrostis alba L. var. palustris (Huds.) Pers.,N/A
434,AILAN,Ailanthus,ailanthus
435,AIAL,Ailanthus altissima (Mill.) Swingle,tree of heaven
436,AIGL,Ailanthus glandulosa Desf.,N/A
437,AIMI,Aiphanes minima (Gaertn.) Burret,Guinea bactris
438,AIRA,Aira,hairgrass
439,AICA,Aira caryophyllea L.,silver hairgrass
440,AICAC2,Aira caryophyllea L. var. caryophyllea,silver hairgrass
441,AIEL4,Aira elegans Willd. ex Kunth,annual silver hairgrass
442,AICA3,"Aira capillaris Host, non Savi",N/A
443,AIPR,Aira praecox L.,yellow hairgrass
444,ASPR14,Aspris praecox (L.) Nash,N/A
445,AJGE,Ajuga genevensis L.,blue bugle
446,AJRE,Ajuga reptans L.,common bugle
447,AKQU,Akebia quinata (Houtt.) Decne.,chocolate vine
448,ALBIZ,Albizia,albizia
449,ALAD,Albizia adinocephala (Donn. Sm.) Britton & Rose ex Record,cream albizia
450,ALCH2,Albizia chinensis (Osbeck) Merr.,Chinese albizia
451,ALJU,Albizia julibrissin Durazz.,silktree
452,ALOD,Albizia odoratissima (L. f.) Benth.,albizia
453,ALPR,Albizia procera (Roxb.) Benth.,tall albizia
454,ALSA10,Albizia saponaria (Lour.) Blume ex Miq.,whiteflower albizia
455,ALZY,Albizia zygia (DC.) Macbr.,albizia
456,ALRO3,Alcea rosea L.,hollyhock
457,ALMO4,Alchemilla monticola Opiz,hairy lady's mantle
458,ALPR5,Alchemilla pratensis auct. non F.W. Schmidt,N/A
459,ALAU,Aletris aurea Walter,golden colicroot
460,ALBR6,Aletris bracteata Northrop,bracted colicroot
461,ALFA2,Aletris farinosa L.,white colicroot
462,ALMO,Aleurites moluccana (L.) Willd.,Indian walnut
463,ALMA12,Alhagi maurorum Medik.,camelthorn
464,ALCA23,Aliciella caespitosa (A. Gray) J.M. Porter,Rabbit Valley gilia
465,ALFO3,Aliciella formosa (Greene ex Brand) J.M. Porter,Aztec gilia
466,ALLAL3,Aliciella latifolia (S. Watson) J.M. Porter ssp. latifolia,broadleaf gilia
467,ALLE7,Aliciella leptomeria (A. Gray) J.M. Porter,sand gilia
468,ALNY2,Aliciella nyensis (Reveal) J.M. Porter,Nye gilia
469,ALPI2,Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter,sticky gilia
470,GIPI,Gilia pinnatifida Nutt. ex A. Gray,N/A
471,ALSU9,Aliciella subnuda (Torr. ex A. Gray) J.M. Porter,coral gilia
472,ALGR,Alisma gramineum Lej.,narrowleaf water plantain
473,ALGE3,Alisma geyeri Torr.,N/A
474,ALPL,Alisma plantago-aquatica L.,European water plantain
475,ALSU,Alisma subcordatum Raf.,American water plantain
476,ALTR7,Alisma triviale Pursh,northern water plantain
477,ALBL,Allamanda blanchetii A. DC.,purple allamanda
478,ALCA7,Allamanda cathartica L.,golden trumpet
479,ALSC4,Allamanda schottii Pohl,bush allamanda
480,ALOC2,Allenrolfea occidentalis (S. Watson) Kuntze,iodinebush
481,ALPE4,Alliaria petiolata (M. Bieb.) Cavara & Grande,garlic mustard
482,ALAL8,Alliaria alliaria (L.) Britton,N/A
483,ALOF3,Alliaria alliaria (L.) Britton,N/A
484,ALIN,Allionia incarnata L.,trailing windmills
485,ALLIU,Allium,onion
486,ALAB2,Allium abramsii (Ownbey & Aase) McNeal,Abrams' allium
487,ALAC4,Allium acuminatum Hook.,tapertip onion
488,ALAF,Allium aflatunense B. Fedtsch., 
489,ALAL4,Allium allegheniense Small,Allegheny onion
490,ALAM2,Allium amplectens Hook.,narrowleaf onion
491,ALAN,Allium anceps Kellogg,twinleaf onion
492,ALAS2,Allium ascalonicum L.,wild onion
493,ALAT,Allium atrorubens S. Watson,darkred onion
494,ALATA,Allium atrorubens S. Watson var. atrorubens,darkred onion
495,ALATC,Allium atrorubens S. Watson var. cristatum (S. Watson) McNeal,darkred onion
496,ALBI2,Allium bisceptrum S. Watson,twincrest onion
497,ALBIB,Allium bisceptrum S. Watson var. bisceptrum,twincrest onion
498,ALCA2,Allium campanulatum S. Watson,dusky onion
499,ALCA3,Allium canadense L.,meadow garlic
500,ALCAC,Allium canadense L. var. canadense,meadow garlic
501,ALCAM,Allium canadense L. var. mobilense (Regel) Ownbey,meadow garlic
502,ALMU4,Allium arenicola Small,N/A
503,ALCE,Allium cepa L.,garden onion
504,ALCE2,Allium cernuum Roth,nodding onion
505,ALCO,Allium coryi M.E. Jones,yellowflower onion
506,ALCR3,Allium cratericola Eastw.,Cascade onion
507,ALCR5,Allium crispum Greene,crinkled onion
508,ALDE6,Allium denticulatum (Ownbey & Aase) McNeal,toothed onion
509,ALDI2,Allium dichlamydeum Greene,coastal onion
510,ALDO,Allium douglasii Hook.,Douglas' onion
511,ALDR,Allium drummondii Regel,Drummond's onion
512,ALNU2,Allium helleri Small,N/A
513,ALFA3,Allium falcifolium Hook. & Arn.,scytheleaf onion
514,ALBR8,Allium breweri S. Watson,N/A
515,ALFI2,Allium fimbriatum S. Watson,fringed onion
516,ALFI4,Allium fistulosum L.,welsh onion
517,ALGE,Allium geyeri S. Watson,Geyer's onion
518,ALGET,Allium geyeri S. Watson var. tenerum M.E. Jones,bulbil onion
519,ALHA,Allium haematochiton S. Watson,redskin onion
520,ALHY,Allium hyalinum Curran,glassy onion
521,ALKU,Allium kunthii G. Don,Kunth's onion
522,ALLA3,Allium lacunosum S. Watson,pitted onion
523,ALLAL,Allium lacunosum S. Watson var. lacunosum,pitted onion
524,ALLE3,Allium lemmonii S. Watson,Lemmon's onion
525,ALMA4,Allium macropetalum Rydb.,largeflower onion
526,ALMU6,Allium munzii (Ownbey ex Traub) McNeal,Munz's onion
527,ALNE3,Allium neapolitanum Cirillo,white garlic
528,ALNE,Allium nevadense S. Watson,Nevada onion
529,ALNI,Allium nigrum L.,black garlic
530,ALOB,Allium obtusum Lemmon,red Sierra onion
531,ALOD2,Allium odorum L.,Chinese chives
532,ALPA20,Allium paniculatum L.,Mediterranean onion
533,ALPA3,Allium parvum Kellogg,small onion
534,ALPES,Allium perdulce S.V. Fraser var. sperryi Ownbey,Sperry's onion
535,ALPL2,Allium platycaule S. Watson,broadstemmed onion
536,ALPO2,Allium porrum L.,garden leek
537,ALPR2,Allium praecox Brandegee,early onion
538,ALSA2,Allium sativum L.,cultivated garlic
539,ALSC,Allium schoenoprasum L.,wild chives
540,ALSCS,Allium schoenoprasum L. var. sibiricum (L.) Hartm.,wild chives
541,ALSC3,Allium scorodoprasum L.,sand leek
542,ALSCR,Allium scorodoprasum L. ssp. rotundum (L.) Stearn,sand leek
543,ALSE,Allium serratum S. Watson [excluded], 
544,ALSI2,Allium siskiyouense Ownbey,Siskiyou onion
545,ALST,Allium stellatum Fraser ex Ker Gawl.,autumn onion
546,ALTE,Allium textile A. Nelson & J.F. Macbr.,textile onion
547,ALRE5,Allium aridum Rydb.,N/A
548,ALTO,Allium tolmiei (Hook.) Baker ex S. Watson,Tolmie's onion
549,ALTR3,Allium tricoccum Aiton,ramp
550,ALTR4,Allium triquetrum L.,threecorner leek
551,ALTU,Allium tuolumnense (Ownbey & Aase) S. Denison & McNeal,Rawhide HIll onion
552,ALUN,Allium unifolium Kellogg,oneleaf onion
553,ALUR,Allium ursinum L.,bear garlic
554,ALVA,Allium validum S. Watson,Pacific onion
555,ALVI3,Allium victorialis L.,victory onion
556,ALVI,Allium vineale L.,wild garlic
557,ALTE3,Allolepis texana (Vasey) Söderst. & Decker,Texas salt
558,DITE8,Distichlis texana (Vasey) Scribn.,N/A
559,ALGIV,Allophyllum gilioides (Benth.) A.D. Grant & V.E. Grant ssp. violaceum (A. Heller) Day,dense false gilyflower
560,ALCI3,Alloteropsis cimicina (L.) Stapf,summergrass
561,ALVI2,Allotropa virgata Torr. & A. Gray ex A. Gray,sugarstick
562,ALPA14,Almutaster pauciflorus (Nutt.) A. Löve & D. Löve,alkali marsh aster
563,ALNUS,Alnus,alder
564,ALGL2,Alnus glutinosa (L.) Gaertn.,European alder
565,ALAL7,Alnus alnus (L.) Britton,N/A
566,ALIN2,Alnus incana (L.) Moench,gray alder
567,ALINR,Alnus incana (L.) Moench ssp. rugosa (Du Roi) R.T. Clausen,speckled alder
568,ALINT,Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung,thinleaf alder
569,ALTE2,Alnus incana (L.) Moench var. occidentalis (Dippel) C.L. Hitchc.,N/A
570,ALMA7,Alnus maritima (Marsh.) Muhl. ex Nutt.,seaside alder
571,ALOB2,Alnus oblongifolia Torr.,Arizona alder
572,ALRH2,Alnus rhombifolia Nutt.,white alder
573,ALRU2,Alnus rubra Bong.,red alder
574,ALSE2,Alnus serrulata (Aiton) Willd.,hazel alder
575,ALVI5,Alnus viridis (Chaix) DC.,green alder
576,ALVIC,Alnus viridis (Chaix) DC. ssp. crispa (Aiton) Turrill,mountain alder
577,ALCR6,Alnus crispa (Aiton) Pursh,N/A
578,ALVIS,Alnus viridis (Chaix) DC. ssp. sinuata (Regel) A. Löve & D. Löve,Sitka alder
579,ALAL9,Alnus alnobetula (Ehrh.) K. Koch p.p.,N/A
580,ALBR14,Alocasia brisbanensis (F.M. Bailey) Domin,cunjevoi
581,ALOE,Aloe,aloe
582,ALAR8,Aloe arborescens Mill.,candelabra aloe
583,ALFE2,Aloe ferox Mill.,Cape aloe
584,ALGR8,Aloe graminicola Reynolds, 
585,ALSE10,Aloe secundiflora Engl., 
586,ALSU8,Aloe succotrina All.,Fynbos aloe
587,ALVE2,Aloe vera (L.) Burm. f.,Barbados aloe
588,ALBR70,Aloina brevirostris (Hook. & Grev.) Kindb.,aloina moss
589,ALRI2,Aloina rigida (Hedw.) Limpr.,rigid aloina moss
590,ALAE,Alopecurus aequalis Sobol.,shortawn foxtail
591,ALAEA,Alopecurus aequalis Sobol. var. aequalis,shortawn foxtail
592,ALAR,Alopecurus arundinaceus Poir.,creeping meadow foxtail
593,ALCA4,Alopecurus carolinianus Walter,Carolina foxtail
594,ALGE2,Alopecurus geniculatus L.,water foxtail
595,ALGEG4,Alopecurus geniculatus L. var. geniculatus,water foxtail
596,ALMY,Alopecurus myosuroides Huds.,slender meadow foxtail
597,ALPR3,Alopecurus pratensis L.,meadow foxtail
598,ALSA3,Alopecurus saccatus Vasey,Pacific foxtail
599,ALHO3,Alopecurus howellii Vasey,N/A
600,ALDR2,Alophia drummondii (Graham) R.C. Foster,propeller flower
601,EUPU6,Cypella drummondii Graham,N/A
602,ALGR2,Aloysia gratissima (Gillies & Hook.) Troncoso,whitebrush
603,ALWR,Aloysia wrightii (A. Gray) A. Heller,Wright's beebrush
604,ALPU4,Alpinia purpurata (Vieill.) K. Schum.,red ginger
605,ALZE,Alpinia zerumbet (Pers.) B.L. Burtt & R.M. Sm.,shellplant
606,ALNU3,Alpinia nutans (L.) Roscoe,N/A
607,ALMA16,Alstonia macrophylla Wall. ex G. Don,deviltree
608,ALSTR,Alstroemeria,lily of the Incas
609,ALAU6,Alstroemeria aurea Graham,Peruvian-lily
610,ALAU5,Alstroemeria aurantiaca D. Don,N/A
611,ALHA2,Alstroemeria haemantha Ruiz & Pav.,purple-spot parrot-lily
612,ALPU2,Alstroemeria pulchella L. f.,parrot-lily
613,ALBR5,Alternanthera brasiliana (L.) Kuntze,Brazilian joyweed
614,ALPH,Alternanthera philoxeroides (Mart.) Griseb.,alligatorweed
615,ALHI2,Althaea hirsuta L.,hairy marshmallow
616,ALOF2,Althaea officinalis L.,common marshmallow
617,ALRU4,Alysicarpus rugosus (Willd.) DC.,red moneywort
618,ALVA2,Alysicarpus vaginalis (L.) DC.,white moneywort
619,ALUT3,Alyssoides utriculata (L.) Medik., 
620,ALAL3,Alyssum alyssoides (L.) L.,pale madwort
621,ALDE,Alyssum desertorum Stapf,desert madwort
622,ALSI8,Alyssum simplex Rudolphi,alyssum
623,ALPA7,"Alyssum minus (L.) Rothm., nom. illeg.",N/A
624,AMAC,Amaranthus acanthochiton Sauer,greenstripe
625,AMAL,Amaranthus albus L.,prostrate pigweed
626,AMBL,Amaranthus blitoides S. Watson,mat amaranth
627,AMBLE2,"Amaranthus blitum L. var. emarginatus (Moq. ex Uline & Bray) ?, ined.", 
628,AMCA,Amaranthus californicus (Moq.) S. Watson,California amaranth
629,AMCA2,Amaranthus cannabinus (L.) Sauer,tidalmarsh amaranth
630,AMCA3,Amaranthus caudatus L.,love-lies-bleeding
631,AMCR2,Amaranthus crispus (Lesp. & Thev.) N. Terracc.,crispleaf amaranth
632,AMCR4,Amaranthus cruentus L.,red amaranth
633,AMDE,Amaranthus deflexus L.,largefruit amaranth
634,AMHY,Amaranthus hybridus L.,slim amaranth
635,AMPA,Amaranthus palmeri S. Watson,carelessweed
636,AMPO2,Amaranthus powellii S. Watson,Powell's amaranth
637,AMPU2,Amaranthus pumilus Raf.,seaside amaranth
638,AMRE,Amaranthus retroflexus L.,redroot amaranth
639,AMSP,Amaranthus spinosus L.,spiny amaranth
640,AMTR2,Amaranthus tricolor L.,Joseph's-coat
641,AMGA,Amaranthus gangeticus L.,N/A
642,AMTU,Amaranthus tuberculatus (Moq.) Sauer,roughfruit amaranth
643,ACTA,Acnida altissima (Riddell) Moq. ex Standl.,N/A
644,ACTU,Acnida altissima (Riddell) Moq. ex Standl.,N/A
645,AMRU,Acnida altissima (Riddell) Moq. ex Standl.,N/A
646,AMBE3,Amaryllis belladonna L.,belladonna lily
647,AMMO,Amberboa moschata (L.) DC.,sweetsultan
648,AMDE70,Amblyodon dealbatus (Hedw.) Bruch & Schimp.,amblyodon moss
649,AMSE,Amblyolepis setigera DC.,huisache daisy
650,AMSE3,Amblystegium serpens (Hedw.) Schimp.,amblystegium moss
651,AMAC2,Ambrosia acanthicarpa Hook.,flatspine bur ragweed
652,AMAR2,Ambrosia artemisiifolia L.,annual ragweed
653,AMARE,Ambrosia artemisiifolia L. var. elatior (L.) Descourtils,annual ragweed
654,AMBI2,Ambrosia bidentata Michx.,lanceleaf ragweed
655,AMCH4,Ambrosia chamissonis (Less.) Greene,silver bur ragweed
656,FRCH4,Ambrosia chamissonis (Less.) Greene var. bipinnatisecta (Less.) J.T. Howell,N/A
657,AMDE4,Ambrosia deltoidea (Torr.) Payne,triangle bur ragweed
658,AMDU2,Ambrosia dumosa (A. Gray) Payne,burrobush
659,AMGR5,Ambrosia grayi (A. Nelson) Shinners,woollyleaf bur ragweed
660,AMPS,Ambrosia psilostachya DC.,Cuman ragweed
661,AMTO3,Ambrosia tomentosa Nutt.,skeletonleaf bur ragweed
662,GADI3,Franseria discolor Nutt.,N/A
663,GATO3,Franseria discolor Nutt.,N/A
664,AMTR,Ambrosia trifida L.,great ragweed
665,AMELA,Amelanchier,serviceberry
666,AMAL2,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.,Saskatoon serviceberry
667,AMALA,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. alnifolia,Saskatoon serviceberry
668,AMALC,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. cusickii (Fernald) C.L. Hitchc.,Cusick's serviceberry
669,AMALS,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. semiintegrifolia (Hook.) C.L. Hitchc.,Saskatoon serviceberry
670,AMFL,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. ssp. florida (Lindl.) Hultén,N/A
671,AMAR3,Amelanchier arborea (Michx. f.) Fernald,common serviceberry
672,AMBA,Amelanchier bartramiana (Tausch) M. Roem.,oblongfruit serviceberry
673,AMCA4,Amelanchier canadensis (L.) Medik.,Canadian serviceberry
674,AMIN4,Amelanchier ×intermedia Spach (pro sp.) [arborea × canadensis], 
675,AMLA,Amelanchier laevis Wiegand,Allegheny serviceberry
676,AMARC,Amelanchier arborea (Michx. f.) Fernald var. cordifolia (Ashe) B. Boivin,N/A
677,AMPA2,Amelanchier pallida Greene,pale serviceberry
678,AMSA,Amelanchier sanguinea (Pursh) DC.,roundleaf serviceberry
679,AMST80,Amelanchier stolonifera Wiegand,running serviceberry
680,AMUT,Amelanchier utahensis Koehne,Utah serviceberry
681,AMRO,Amerorchis rotundifolia (Banks ex Pursh) Hultén,roundleaf orchid
682,ORRO3,Orchis rotundifolia Banks ex Pursh,N/A
683,AMMU,Amianthium muscitoxicum (Walter) A. Gray,flypoison
684,CHMU5,Chrosperma muscitoxicum (Walter) Kuntze,N/A
685,AMAU2,Ammannia auriculata Willd.,eared redstem
686,AMCO,Ammannia coccinea Rottb.,valley redstem
687,AMLA3,Ammannia latifolia L.,pink redstem
688,AMKO,Ammannia koehnei Britton,N/A
689,AMMA,Ammi majus L.,large bullwort
690,AMVI2,Ammi visnaga (L.) Lam.,toothpickweed
691,AMTI,Ammocharis tinneana (Kotschy & Peyr.) Milne-Redhead & Schweickerdt, 
692,AMAR4,Ammophila arenaria (L.) Link,European beachgrass
693,AMBR,Ammophila breviligulata Fernald,American beachgrass
694,AMPO4,Ammoselinum popei Torr. & A. Gray,plains sandparsley
695,AMPA3,Amoreuxia palmatifida Moc. & Sess‚ ex DC.,Mexican yellowshow
696,AMORP,Amorpha,false indigo
697,AMCA5,Amorpha californica Nutt.,California false indigo
698,AMCAN,Amorpha californica Nutt. var. napensis Jeps.,Napa false indigo
699,AMCA6,Amorpha canescens Pursh,leadplant
700,AMFR,Amorpha fruticosa L.,desert false indigo
701,AMTE7,Amorpha angustifolia (Pursh) Boynt.,N/A
702,AMGL2,Amorpha glabra Desf. ex Poir.,mountain false indigo
703,AMNA,Amorpha nana Nutt.,dwarf false indigo
704,AMOU,Amorpha ouachitensis Wilbur,Ouachita false indigo
705,AMPA13,Amorphophallus paeoniifolius (Dennst.) Nicolson,whitespot giant arum
706,NEAR5,Ampelopsis arborea (L.) Koehne,peppervine
707,AMCO2,Ampelopsis cordata Michx.,heartleaf peppervine
708,AMDR,Amphiachyris dracunculoides (DC.) Nutt.,prairie broomweed
709,AMSC4,Amphibromus scabrivalvis (Trin.) Swallen,swamp wallaby grass
710,AMBR2,Amphicarpaea bracteata (L.) Fernald,American hogpeanut
711,AMBRC,Amphicarpaea bracteata (L.) Fernald var. comosa (L.) Fernald,American hogpeanut
712,AMPI,Amphicarpaea comosa (L.) G. Don,N/A
713,FACO2,Amphicarpaea comosa (L.) G. Don,N/A
714,FAPI,Amphicarpaea comosa (L.) G. Don,N/A
715,AMMU2,Amphicarpum muehlenbergianum (Schult.) Hitchc.,Muhlenberg maidencane
716,AMPU6,Amphicarpum purshii Kunth,blue maidencane
717,AMAM,Amphicarpum amphicarpon (Pursh) Nash,N/A
718,AMLA70,Amphidium lapponicum (Hedw.) Schimp.,Lapland amphidium moss
719,AMMO70,Amphidium mougeotii (Bruch & Schimp.) Schimp.,Mougeot's amphidium moss
720,AMPA6,Amphilophium paniculatum (L.) Kunth,liana de cuello
721,AMLA4,Amphitecna latifolia (Mill.) A.H. Gentry,black calabash
722,ENLA2,Enallagma latifolia (Mill.) Small,N/A
723,AMEA2,Amsinckia eastwoodiae J.F. Macbr.,Eastwood's fiddleneck
724,AMGR3,Amsinckia grandiflora (Kleeb. ex A. Gray) Kleeb. ex Greene,largeflowered fiddleneck
725,AMLY,Amsinckia lycopsoides Lehm.,tarweed fiddleneck
726,AMMEI2,Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders,common fiddleneck
727,AMIN3,Amsinckia arizonica Suksd.,N/A
728,AMMEM2,Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. menziesii,Menzies' fiddleneck
729,AMSP3,Amsinckia spectabilis Fisch. & C.A. Mey.,woolly breeches
730,AMTE3,Amsinckia tessellata A. Gray,bristly fiddleneck
731,AMVEF,Amsinckia vernicosa Hook. & Arn. var. furcata (Suksd.) Hoover,forked green fiddleneck
732,AMCI,Amsonia ciliata Walter,fringed bluestar
733,AMCIT2,Amsonia ciliata Walter var. texana (A. Gray) J.M. Coult.,Texas bluestar
734,AMRI,Amsonia rigida Shuttlw. ex Small,stiff bluestar
735,AMTA2,Amsonia tabernaemontana Walter,eastern bluestar
736,AMTAT,Amsonia tabernaemontana Walter var. tabernaemontana,eastern bluestar
737,AMAM8,Amsonia amsonia (L.) Britton,N/A
738,AMGL3,Amsonia amsonia (L.) Britton,N/A
739,AMTO2,Amsonia tomentosa Torr. & Frém.,woolly bluestar
740,AMTOT,Amsonia tomentosa Torr. & Frém. var. tomentosa,woolly bluestar
741,AMBR3,Amsonia brevifolia A. Gray,N/A
742,ANPE13,Anadenanthera peregrina (L.) Speg.,cohoba tree
743,ANAR,Anagallis arvensis L.,scarlet pimpernel
744,ANMI4,Anagallis minima (L.) Krause,chaffweed
745,CEMI,Centunculus minimus L.,N/A
746,ANANA,Ananas,pineapple
747,ANCO30,Ananas comosus (L.) Merr.,pineapple
748,ANMA,Anaphalis margaritacea (L.) Benth.,western pearly everlasting
749,ANOR4,Anastrepta orcadensis (Hook.) Schiffn., 
750,ANMI7,Anastrophyllum michauxii (F. Weber) H. Buch ex A. Evans, 
751,ANCHU,Anchusa,bugloss
752,ANAR16,Anchusa arvensis (L.) M. Bieb.,small bugloss
753,ANAZ,Anchusa azurea P. Mill.,Italian bugloss
754,ANIT,Anchusa italica Retz.,N/A
755,ANOF,Anchusa officinalis L.,common bugloss
756,ANIN,Andira inermis (W. Wright) Kunth ex DC.,cabbagebark tree
757,ANRO7,Andreaea rothii F. Weber & D. Mohr,Roth's andreaea moss
758,ANRU7,Andreaea rupestris Hedw.,andreaea moss
759,ANDRO,Andromeda,bog rosemary
760,ANPO,Andromeda polifolia L.,bog rosemary
761,ANAR2,Andropogon arctatus Chapm.,pinewoods bluestem
762,ANBR2,Andropogon brachystachyus Chapm.,shortspike bluestem
763,ANCA4,Andropogon capillipes Nash,chalky bluestem
764,ANFL,Andropogon floridanus Scribn.,Florida bluestem
765,ANGA3,Andropogon gayanus Kunth,bluestem
766,ANGE,Andropogon gerardii Vitman,big bluestem
767,ANCH8,Andropogon chrysocomus Nash,N/A
768,ANFU5,Andropogon chrysocomus Nash,N/A
769,ANGL2,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
770,ANGR5,Andropogon gracilis Spreng.,wire bluestem
771,ANSE14,Andropogon sericatus Swallen,N/A
772,ANGY2,Andropogon gyrans Ashe,Elliott's bluestem
773,ANGYG,Andropogon gyrans Ashe var. gyrans,Elliott's bluestem
774,ANEL,Andropogon campyloracheus Nash,N/A
775,ANSU,Andropogon campyloracheus Nash,N/A
776,ANGYS,Andropogon gyrans Ashe var. stenophyllus (Hack.) C.S. Campbell,Elliott's bluestem
777,ANHA,Andropogon hallii Hack.,sand bluestem
778,ANPA8,Andropogon gerardii Vitman var. incanescens (Hack.) B. Boivin,N/A
779,ANLE,Andropogon leucostachyus Kunth,matojillo bluestem
780,ANLO2,Andropogon longiberbis Hack.,hairy bluestem
781,ANMO3,Andropogon mohrii (Hack.) Hack. ex Vasey,Mohr's bluestem
782,ANTE2,Andropogon ternarius Michx.,splitbeard bluestem
783,ANTEC,Andropogon ternarius Michx. var. cabanisii (Hack.) Fernald & Grisc.,splitbeard bluestem
784,ANTR,Andropogon tracyi Nash,Tracy's bluestem
785,ANVI2,Andropogon virginicus L.,broomsedge bluestem
786,ANCH,Androsace chamaejasme Wulfen,sweetflower rockjasmine
787,ANCHC,Androsace chamaejasme Wulfen ssp. carinata (Torr.) Hultén,sweetflower rockjasmine
788,ANCHL,Androsace chamaejasme Wulfen ssp. lehmanniana (Spreng.) Hultén,Lehmann's rockjasmine
